user,press-0,release-0,press-1,release-1,press-2,release-2,press-3,release-3,press-4,release-4,press-5,release-5,press-6,release-6,press-7,release-7,press-8,release-8,press-9,release-9,press-10,release-10,press-11,release-11,press-12,release-12
50,0,50,232,327,454,519,664,739,871,966,1065,1161,1255,1352,1387,1471,1617,1685,1815,1871,1967,2063,2184,2264,2367,2463
50,0,43,189,235,362,429,467,525,627,693,779,875,972,1067,1067,1163,1283,1356,1449,1539,1635,1707,1829,1878,2012,2107
51,0,96,384,480,649,736,952,1048,1144,1240,1592,1664,1809,1904,2160,2256,2377,2472,2547,2664,2824,2920,3040,3160,3352,3424
51,0,99,361,432,530,625,737,857,858,929,1072,1193,1265,1361,1400,1497,1592,1688,1713,1832,1881,2000,2160,2257,2472,2592
51,0,97,825,896,1016,1112,1256,1400,1400,1496,1800,1921,1997,2088,2160,2224,2323,2416,2441,2561,2608,2728,2856,2960,3248,3344
51,0,96,712,800,1640,1707,2373,2464,2464,2536,2680,2800,3008,3079,3152,3248,3344,3440,3464,3600,3648,3743,3816,3911,4056,4176
51,0,70,278,350,1422,1518,1750,1870,1894,2014,2134,2231,2270,2366,2678,2774,2872,2990,3006,3126,3294,3391,3539,3654,3890,3958
51,0,96,326,432,520,616,1450,1568,1592,1688,1921,2017,2112,2184,2280,2400,2496,2592,2608,2752,3160,3280,3320,3416,3680,3777
51,0,95,263,359,439,523,615,759,711,831,1135,1255,1401,1519,3535,3655,3775,3888,3911,4007,4103,4223,4527,4671,4767,4887
51,0,110,374,470,567,665,870,1027,1028,1138,1334,1423,1535,1631,1870,1990,2078,2174,2223,2366,2391,2510,2558,2702,2839,2958
52,0,80,197,360,312,528,568,640,1003,1072,1208,1280,1401,1473,1720,1784,1904,2017,2018,2113,2184,2280,2424,2520,3112,3232
52,0,40,224,343,293,557,605,677,813,885,1077,1188,1306,1371,1516,1597,1741,1813,2291,2405,2621,2693,2901,2973,3141,3283
52,0,0,108,261,203,398,491,540,675,748,891,963,1083,1165,1275,1363,1508,1603,2195,2339,3595,3667,3907,3955,4187,4283
52,0,96,232,352,304,471,568,643,1728,1814,1991,2063,2189,2247,2656,2727,2911,2983,3439,3511,3767,3863,4503,4576,4816,4887
52,0,107,328,448,400,592,766,832,1352,1431,1572,1640,1728,1839,1992,2065,2232,2304,2512,2632,2898,2992,3464,3560,4552,4626
52,0,0,7,125,75,242,387,461,625,690,931,1002,1099,1203,1331,1434,1594,1690,1859,1955,2095,2203,2283,2402,2682,2802
52,0,0,13,113,112,252,497,563,723,795,1179,1284,1387,1459,1651,1747,1915,2011,2219,2318,2485,2579,2715,2787,4571,4643
52,0,95,216,287,327,456,623,663,1063,1161,1279,1351,1471,1591,1727,1823,1991,2063,3319,3391,3583,3691,3815,3887,4079,4151
53,0,119,146,355,263,370,383,505,447,545,735,814,831,881,976,1077,1161,1281,1255,1399,1361,1488,1687,1766,1929,1967
53,0,95,95,263,221,311,385,503,431,560,698,762,785,856,927,1024,1121,1221,1191,1335,1311,1433,1521,1616,1760,1838
53,0,114,63,255,221,332,352,477,412,519,714,765,809,850,953,1046,1136,1231,1209,1371,1328,1454,1795,1823,1967,2045
53,0,110,90,270,206,340,341,438,400,488,655,727,767,860,934,1030,1174,1296,1248,1476,1410,1513,1499,1606,1720,1806
53,0,114,96,309,234,330,514,634,597,682,850,949,970,1018,1138,1215,1330,1405,1418,1566,1550,1661,1779,1887,1987,2060
53,0,92,67,269,268,325,467,586,549,654,852,932,949,1023,1084,1181,1334,1443,1385,1516,1516,1634,1725,1820,1939,2023
53,0,119,117,276,204,330,420,523,469,565,844,916,940,994,1114,1180,1276,1444,1381,1469,1652,1772,1827,1916,2036,2108
53,0,99,100,290,219,312,432,560,520,600,880,929,976,1059,1096,1192,1304,1425,1544,1670,1763,1855,1809,1904,2022,2112
54,0,48,282,400,359,448,616,736,700,800,923,993,1187,1268,1406,1501,1590,1680,1658,1758,1830,1944,2136,2329,2255,2344
54,0,56,264,395,336,408,624,696,672,737,841,928,976,1055,1192,1264,1360,1698,1442,1698,1861,1861,1886,2072,2024,2172
54,0,46,273,373,326,421,567,661,614,709,852,904,1062,1110,1404,1480,1590,1704,1668,1750,1878,1989,1942,2206,2137,2253
54,0,66,284,390,330,428,586,685,658,757,880,956,1090,1162,1350,1401,1490,1586,1571,1686,1853,1971,1905,2058,1973,2113
54,0,42,250,355,328,418,568,660,634,732,797,890,938,1010,1130,1251,1346,1442,1418,1514,1581,1746,1675,1842,1749,1898
54,0,73,264,363,309,415,781,928,877,973,1075,1167,1237,1309,1637,1733,1829,1901,1877,1956,2041,2132,2085,2231,2160,2277
54,0,66,233,346,302,367,512,586,567,662,735,830,842,912,1008,1104,1158,1272,1253,1340,1451,1585,1494,1647,1637,1701
54,0,77,255,359,312,427,496,591,568,678,711,783,837,927,1050,1099,1223,1288,1287,1357,1413,1543,1496,1646,1567,1683
55,0,51,165,283,242,331,307,403,379,451,571,622,630,699,765,811,899,1009,947,1067,1098,1187,1115,1235,1333,1403
55,0,72,185,335,274,355,368,400,448,592,848,920,1011,1088,1112,1175,1256,1355,1280,1401,1401,1512,1440,1536,1643,1779
55,0,70,238,398,334,430,446,544,518,594,686,762,783,853,878,929,974,1046,1022,1147,1110,1230,1182,1277,1352,1446
55,0,72,203,304,259,353,353,452,400,472,568,620,621,688,756,822,856,928,887,992,993,1120,1040,1176,1232,1308
55,0,49,192,289,269,360,342,412,391,432,520,592,681,760,814,856,941,1024,985,1120,1096,1217,1120,1232,1280,1352
55,0,72,192,313,293,384,384,460,432,504,595,640,670,736,736,809,860,929,912,1000,1000,1134,1073,1144,1216,1295
55,0,39,168,230,230,319,343,415,399,463,535,607,584,679,679,751,799,863,841,935,935,1067,983,1079,1162,1228
55,0,52,172,267,236,375,376,403,388,427,500,572,572,644,644,724,770,836,814,936,937,1028,955,1055,1124,1188
56,0,98,235,353,353,452,833,898,1093,1184,1476,1566,1687,1752,1929,1998,2228,2328,2512,2584,2874,2944,3080,3156,3297,3406
56,0,76,242,339,290,460,664,741,880,952,1160,1232,1281,1380,1481,1544,1743,1808,2016,2064,2328,2449,2560,2632,2807,2879
56,0,88,256,400,378,496,728,800,946,1016,1143,1208,1256,1352,1416,1488,1677,1745,1920,1994,2200,2276,2416,2488,2656,2711
56,0,79,215,336,322,427,655,716,832,896,1043,1113,1212,1280,1355,1392,1585,1612,1800,1877,2088,2216,2248,2320,2656,2752
56,0,77,215,336,287,407,602,671,810,879,1029,1119,1170,1268,1416,1429,1619,1666,1932,2000,2207,2280,2471,2567,2735,2879
56,0,98,237,377,331,459,736,831,997,1063,1520,1616,1752,1847,2161,2231,2810,2919,3064,3135,3297,3413,3498,3563,3703,3775
56,0,104,286,422,380,495,856,933,1307,1350,1547,1640,1733,1846,1942,2014,2237,2302,2486,2563,2630,2730,2750,2822,2967,3038
56,0,96,264,413,332,477,752,831,1017,1089,1281,1363,1439,1512,1639,1704,1832,1996,1997,2016,2324,2397,2480,2512,2667,2729
57,0,75,188,260,348,444,639,675,780,878,1012,1084,1181,1252,1374,1444,1588,1639,1684,1763,1874,1916,1971,2059,2156,2207
57,0,126,192,272,1136,1207,1472,1521,1673,1735,1824,1871,1956,2087,2136,2208,2328,2399,2454,2522,2586,2631,2685,2727,2853,2926
57,0,50,161,232,280,352,473,551,646,753,850,898,1016,1114,1184,1256,1383,1457,1488,1560,1632,1734,1735,1818,1958,2016
57,0,59,168,264,314,384,688,761,900,954,1056,1122,1232,1319,1438,1466,1558,1633,1640,1722,1789,1856,1990,1991,2088,2136
57,0,48,168,240,272,336,408,480,667,694,810,862,904,976,1027,1126,1194,1266,1299,1376,1448,1530,1640,1698,1832,1904
57,0,53,167,246,295,391,425,501,622,700,807,865,927,999,1095,1143,1256,1327,1327,1425,1546,1603,1692,1759,1895,1943
57,0,29,153,222,253,343,414,477,597,671,790,844,862,957,1029,1093,1175,1248,1261,1357,1429,1477,1553,1597,1709,1757
57,0,12,112,238,279,363,650,724,890,947,1058,1111,1183,1250,1314,1386,1483,1554,1578,1651,1746,1818,1876,1944,2050,2122
58,0,118,86,205,254,349,638,734,686,781,878,968,989,1085,1157,1254,1350,1475,1421,1604,1605,1732,1653,1821,1750,1935
58,0,101,100,168,237,310,310,450,378,582,634,739,778,903,903,1005,1077,1210,1139,1282,1322,1513,1429,1616,1539,1706
58,0,119,77,226,250,286,293,432,383,456,567,641,700,759,783,885,977,1094,1047,1159,1186,1351,1310,1549,1405,1553
58,0,102,78,175,245,288,317,384,360,456,548,616,593,689,712,823,919,1026,979,1124,1125,1280,1215,1376,1281,1424
58,0,168,175,352,1119,1210,1356,1545,1448,1595,1949,2007,2051,2142,2219,2364,2401,2520,2482,2632,2608,2776,2704,2896,2851,2951
58,0,102,48,167,239,312,312,404,361,447,543,654,616,735,787,855,975,1159,1071,1210,1234,1407,1390,1523,1449,1615
58,0,96,71,168,243,302,303,406,375,484,534,641,632,734,828,854,942,1066,1028,1134,1161,1351,1305,1428,1352,1494
58,0,91,73,179,227,323,324,453,410,496,587,689,716,816,842,902,973,1107,1036,1179,1179,1347,1276,1585,1348,1585
59,0,71,231,385,303,423,555,641,616,687,786,892,890,928,1040,1111,1111,1215,1231,1303,1351,1450,1495,1545,1751,1824
59,0,2,193,286,238,331,467,568,567,598,707,816,820,877,1563,1634,1659,1754,1771,1866,1988,2020,2035,2107,2282,2371
59,0,0,7,159,103,235,359,409,455,530,670,769,770,862,934,999,999,1095,1164,1191,1239,1334,1365,1432,1574,1662
59,0,77,261,380,335,444,574,707,620,707,804,934,907,1020,1268,1269,1284,1372,1434,1482,1502,1588,1636,1708,1910,1972
59,0,75,236,372,325,443,674,688,708,785,1037,1130,2429,2507,3157,3221,3243,3363,3422,3499,3499,3590,3699,3774,3932,4009
59,0,48,200,304,258,363,472,647,568,649,769,857,838,944,2232,2331,2305,2417,2440,2562,2563,2658,2752,2824,2963,3067
59,0,96,250,347,302,420,530,633,602,675,788,898,896,947,1026,1098,1098,1194,1218,1291,1314,1416,1452,1508,1699,1762
59,0,103,222,319,318,382,502,622,616,638,783,854,806,878,1001,1081,1086,1207,1207,1370,1372,1430,1470,1542,1741,1822
60,0,95,100,269,239,310,374,479,599,639,783,838,880,983,998,1070,1134,1182,1183,1254,1327,1454,1454,1496,1614,1686
60,0,121,95,262,261,287,335,386,520,567,687,762,787,865,905,975,1032,1071,1095,1231,1231,1255,1303,1353,1499,1561
60,0,119,110,239,239,312,378,400,519,569,711,768,818,879,975,1047,1087,1163,1207,1258,1312,1375,2139,2207,2401,2447
60,0,74,74,236,195,268,314,410,506,554,694,738,798,868,938,978,1074,1146,1146,1218,1295,1372,1401,1474,1546,1618
60,0,96,96,257,196,311,288,360,495,543,711,789,832,903,1002,1072,1125,1199,1199,1257,1303,1455,1455,1495,1625,1663
60,0,121,98,266,222,318,336,387,523,568,688,736,788,856,928,1000,1096,1168,1201,1209,1282,1360,1391,1490,1568,1640
60,0,96,72,250,192,288,390,432,645,713,835,913,928,1000,1088,1137,1309,1352,1545,1592,1665,1800,1803,1878,1995,2042
60,0,125,94,268,209,297,346,479,564,626,730,801,826,962,1345,1395,1542,1578,1578,1633,1698,1728,1769,1841,1962,2009
61,0,48,168,216,330,431,452,521,616,688,1483,1484,1546,1636,1872,1944,2066,2114,2259,2329,2440,2488,2584,2658,2729,2826
61,0,64,136,208,331,376,496,568,829,871,1112,1160,1232,1304,1426,1472,1560,1608,1754,1823,1943,2021,2122,2168,2247,2320
61,0,72,192,265,391,456,640,724,896,958,1168,1222,1304,1358,1763,1832,1924,1993,2154,2190,2304,2358,2472,2522,2592,2701
61,0,69,149,234,341,416,485,565,702,749,837,885,950,1021,1501,1573,1678,1741,1865,1933,2149,2197,2285,2341,2453,2501
61,0,71,168,215,496,543,791,831,975,1034,1159,1207,1280,1352,1471,1543,1666,1711,1850,1896,2040,2102,2182,2231,2333,2398
61,0,75,186,256,404,449,561,611,774,805,944,1017,2172,2224,2344,2416,2539,2584,2720,2776,2912,2960,3056,3137,3200,3305
61,0,0,0,55,191,239,359,431,551,611,879,927,1144,1215,1455,1507,1619,1687,1808,1879,2053,2074,2174,2220,2318,2376
61,0,31,418,487,623,695,780,820,1239,1319,2120,2193,2239,2311,2383,2431,2551,2591,2740,2783,2902,2951,3071,3119,3216,3263
62,0,46,200,334,332,409,566,643,710,782,930,999,1106,1319,1326,1330,1363,1430,1542,1662,1830,1917,1990,2094,2261,2330
62,0,48,193,392,312,432,634,692,762,880,1048,1144,1262,1377,1411,1544,1593,1664,1736,1880,1944,2024,2071,2162,2307,2448
62,0,71,209,336,380,472,664,735,784,879,1192,1310,1578,1579,1608,1703,2039,2088,2231,2368,2660,2729,2923,3059,3134,3271
62,0,73,400,479,577,639,896,935,1015,1088,1236,1367,1401,1519,1600,1706,1752,1823,1943,2088,2655,2703,2874,2901,3031,3107
62,0,72,217,376,304,425,620,669,760,832,968,1065,1139,1288,1305,1424,1472,1575,1656,1775,1800,1920,1921,2023,2139,2287
62,0,22,176,344,318,442,655,702,774,870,1023,1102,1174,1323,1431,1558,1574,1646,1727,1838,1922,2000,2030,2102,2223,2334
62,0,72,210,376,335,400,596,664,760,808,1092,1160,1280,1400,1424,1559,1595,1694,1728,1828,1896,1968,1994,2094,2373,2464
62,0,82,447,520,664,737,896,944,1044,1117,1240,1327,1400,1517,1545,1655,1679,1776,1848,1977,2045,2144,2184,2295,2464,2559
63,0,43,154,225,346,477,638,729,844,942,1057,1129,1206,1309,1402,1509,1633,1721,1874,1980,2121,2273,2217,2409,2363,2506
63,0,37,157,245,308,420,589,700,656,796,908,1032,1091,1172,1645,1740,1860,1956,2037,2153,2221,2428,2356,2549,2524,2621
63,0,95,215,311,364,455,640,784,750,861,996,1065,1238,1292,1394,1472,1648,1748,2574,2740,2824,3015,2944,3111,3064,3159
63,0,73,193,328,386,461,694,812,763,880,1001,1096,1208,1282,1364,1472,1616,1712,2162,2232,2400,2609,2512,2681,2643,2728
63,0,101,261,311,397,479,661,760,711,860,1038,1107,1146,1230,1298,1399,1546,1689,1895,1995,2141,2303,2233,2399,2360,2447
63,0,90,218,290,340,471,568,688,640,760,856,986,987,1084,1169,1264,1477,1520,1736,1886,2040,2232,2136,2304,2256,2399
63,0,91,239,323,401,491,735,868,843,939,1086,1155,1240,1303,1419,1515,1750,1843,1987,2083,2256,2411,2315,2483,2464,2562
63,0,120,217,317,385,473,688,833,770,923,1021,1101,1137,1209,1288,1400,1544,1667,1829,1950,2079,2256,2184,2359,2304,2431
64,0,137,171,315,261,383,441,598,600,681,801,971,973,1067,1130,1250,1227,1393,1465,1609,1730,1870,1914,2130,2057,2273
64,0,83,205,347,316,435,491,579,660,729,844,1013,1062,1148,1210,1339,1315,1483,1507,1675,1608,1889,1763,2111,1998,2179
64,0,1,665,809,809,962,969,1065,1164,1233,1363,1499,1499,1655,1657,1803,1783,1945,1946,2137,2072,2335,2223,2467,2393,2561
64,0,2,710,828,828,933,968,1091,1163,1237,1344,1495,1495,1608,1680,1800,1776,1944,1944,2128,2072,2267,2205,2440,2393,2572
64,0,102,152,364,304,416,437,563,576,676,796,912,912,1078,1078,1195,1168,1336,1336,1551,1491,1726,1599,1869,1772,1931
64,0,99,218,356,356,472,545,628,640,736,852,1037,1037,1136,1186,1354,1329,1496,1513,1705,1623,1896,1755,2041,1952,2191
64,0,69,140,299,300,432,434,564,539,676,873,903,903,1047,1069,1227,1273,1396,1432,1587,1539,1842,1700,1964,1875,2068
64,0,97,161,328,304,432,688,783,857,944,1085,1187,1188,1303,1351,1496,1480,1631,1650,1848,1780,2047,1896,2159,2097,2257
65,0,72,216,296,482,558,672,737,930,1027,1177,1216,1312,1362,1475,1544,1544,1677,1736,1788,1858,1930,2048,2096,2256,2280
65,0,46,326,398,543,614,830,878,999,1044,1186,1230,1278,1355,1549,1593,1644,1704,1776,1822,1894,1972,2373,2494,2582,2630
65,0,49,191,268,383,454,601,699,792,854,974,1046,1123,1166,1216,1316,1327,1405,1446,1537,1569,1642,1710,1782,1902,1974
65,0,46,190,269,400,470,526,590,710,782,905,968,1038,1110,1136,1206,1254,1357,1404,1470,1550,1590,1690,1733,1874,1949
65,0,72,216,290,407,480,545,631,736,808,929,1000,1064,1112,1210,1280,1329,1400,1472,1526,1568,1645,1738,1830,1926,1971
65,0,79,233,263,400,448,551,620,823,890,993,1068,1233,1318,1381,1447,1473,1567,1641,1691,1774,1826,1897,1980,2143,2183
65,0,48,184,256,394,448,619,689,793,848,1232,1282,1378,1448,1656,1770,1783,1885,1896,1945,1992,2043,2115,2184,2327,2375
65,0,170,285,364,469,541,685,760,781,878,982,1048,1094,1168,1205,1278,1303,1373,1470,1518,1589,1638,1735,1805,1941,2006
66,0,109,302,421,509,605,780,917,1014,1136,1270,1437,1485,1605,1865,1982,2102,2272,2389,2534,2648,2778,2872,3010,3198,3335
66,0,97,232,361,454,521,689,832,969,1093,1260,1400,1434,1520,1730,1853,2256,2429,2589,2753,3369,3489,4273,4369,4528,4673
66,0,99,246,382,478,579,908,1034,1132,1254,1428,1542,1614,1710,1990,2139,2393,2472,3164,3328,4486,4606,4695,4814,5031,5174
66,0,120,217,348,474,528,904,1049,1144,1270,1430,1568,1664,1812,2112,2256,2361,2497,2680,2848,4277,4367,4487,4631,4816,4967
66,0,96,293,374,428,520,664,807,903,1052,1262,1362,1363,1471,1896,2040,2233,2351,2562,2719,2903,3001,3111,3247,3464,3583
66,0,111,228,369,459,555,700,843,968,1157,1314,1483,1532,1650,2050,2170,2547,2690,3264,3403,3474,3595,3695,3853,4042,4195
66,0,121,240,360,490,576,857,1000,1144,1262,1400,1553,1554,1664,1889,1979,2165,2280,2896,3041,3136,3280,3426,3536,3800,3944
66,0,132,241,342,456,552,712,855,976,1157,1256,1405,2232,2327,2519,2663,2827,2943,3415,3536,4104,4247,4391,4536,4821,5007
67,0,70,524,611,615,682,1235,1282,1484,1492,1610,1706,1831,1935,1988,2062,2132,2203,2282,2346,2650,2732,2802,2842,2965,3034
67,0,35,795,880,959,1027,1339,1399,1531,1603,1791,1859,2003,2057,2171,2223,2334,2379,2457,2499,2624,2667,2720,2763,2899,2939
67,0,1,9,72,145,216,449,521,568,641,763,834,920,968,1085,1112,1201,1264,1334,1401,1634,1681,1849,1921,2041,2174
67,0,70,183,237,350,409,647,686,710,805,880,966,1038,1110,1207,1267,1365,1406,1446,1495,1966,2101,2161,2163,2231,2296
67,0,71,182,255,355,436,638,790,790,853,870,970,1086,1166,1254,1382,1438,1478,1690,1750,1846,1900,1967,2038,2167,2206
67,0,105,265,360,487,528,785,832,886,952,1072,1148,1232,1287,1425,1481,1520,1568,1668,1750,1836,1904,1968,2017,2136,2191
67,0,72,167,234,370,442,767,802,833,900,1020,1115,1165,1231,1328,1370,1442,1514,1586,1660,1770,1818,2073,2135,2250,2330
67,0,53,177,248,1000,1050,1336,1383,1400,1482,1652,1692,1789,1832,1897,1949,2047,2088,2145,2213,2311,2361,2430,2501,2613,2681
68,0,90,175,258,240,345,406,474,605,706,755,850,837,972,946,1042,1118,1172,1210,1291,1442,1515,1515,1606,1706,1805
68,0,1,1,2,41,117,186,223,349,391,525,619,655,775,777,849,1148,1213,1349,1418,1581,1623,1744,1818,1917,2016
68,0,45,188,245,285,357,429,508,648,717,808,908,925,1090,1093,1178,1285,1357,1517,1544,1710,1783,1908,1976,2085,2157
68,0,73,139,269,272,304,373,445,590,703,759,871,851,989,990,1122,1157,1236,1278,1391,1422,1497,1509,1581,1677,1869
68,0,0,1,1,1,2,7,63,180,282,748,825,844,964,980,1058,1182,1255,1395,1461,1532,1604,1672,1720,1796,1900
68,0,3,3,3,3,40,71,151,271,343,743,874,875,985,1017,1103,1247,1358,1479,1551,1656,1720,1720,1801,1898,2007
68,0,1,1,1,1,2,2,8,152,239,320,440,416,566,566,648,698,768,793,933,984,1070,1080,1152,1266,1384
68,0,87,233,282,314,375,447,520,714,746,847,946,920,1063,1066,1187,1188,1255,1493,1613,1614,1616,1616,1617,1727,1847
69,0,96,233,329,424,496,593,664,856,928,1064,1160,1256,1386,1402,1496,1609,1728,1824,1920,2134,2209,2416,2688,2584,2752
69,0,65,217,296,423,449,547,646,851,921,1087,1149,1259,1354,1380,1481,1561,1690,1715,1825,1979,2153,2117,2297,2249,2393
69,0,58,200,303,371,435,533,602,818,941,1146,1242,1435,1488,1530,1627,1738,1850,1906,2028,2146,2364,2282,2481,2433,2571
69,0,110,215,326,414,479,639,711,912,1005,1171,1238,1306,1436,1447,1543,1695,1762,1836,1951,2116,2236,2337,2518,2471,2638
69,0,76,208,281,413,442,512,586,776,1049,1476,1584,1888,2012,2320,2416,2552,2656,4809,4910,5024,5144,5256,5449,5406,5544
69,0,70,211,307,379,451,502,569,781,875,1001,1120,1169,1275,1275,1383,1468,1570,1616,1733,1867,1965,2035,2251,2203,2338
69,0,77,206,303,375,446,474,543,703,801,1003,1086,1214,1331,1343,1463,1534,1663,1710,1832,1971,2127,2078,2270,2232,2375
69,0,72,201,313,366,441,492,565,731,811,913,1009,1082,1177,1249,1341,1463,1513,1995,2081,2217,2313,2481,2697,2664,2778
70,0,70,46,124,216,262,710,806,879,999,1046,1148,1233,1302,1374,1446,1567,1638,1734,1806,2020,2087,2062,2134,2256,2320
70,0,74,52,120,242,317,900,955,978,1073,1198,1256,1412,1413,1882,1928,2041,2088,2210,2258,2376,2448,2445,2498,2592,2656
70,0,71,50,122,221,290,387,453,578,671,783,831,903,951,1149,1217,1317,1468,1482,1523,1640,1717,1688,1760,1882,1927
70,0,75,60,121,208,324,413,473,555,673,736,793,854,896,1023,1064,1160,1236,1353,1400,1536,1632,1586,1686,1776,1858
70,0,100,99,144,244,312,568,671,640,712,880,953,1000,1072,1160,1208,1305,1376,1499,1568,1712,1760,1736,1832,1922,1993
70,0,96,48,153,246,314,568,647,664,742,907,951,1024,1095,1192,1279,1370,1399,1524,1592,1713,1814,1784,1855,1975,2015
70,0,72,26,122,223,291,881,976,1026,1096,1232,1304,1396,1479,2064,2136,2232,2304,2426,2505,2682,2761,2730,2826,2942,2992
70,0,41,4,92,184,263,474,523,603,688,784,861,897,944,998,1066,1137,1208,1304,1352,1481,1544,1520,1594,1704,1752
71,0,103,255,302,421,489,656,803,793,851,968,1153,1089,1221,1295,1453,1421,1554,1554,1734,1655,1791,1753,1823,1928,2063
71,0,95,231,263,360,431,490,681,694,760,860,1000,992,1117,1192,1327,1317,1417,1423,1586,1527,1732,1671,1791,1921,2017
71,0,91,200,267,368,430,468,633,631,668,769,900,902,1030,1134,1224,1244,1341,1343,1500,1431,1634,1631,1645,1844,1925
71,0,3,30,90,183,262,267,371,434,467,724,835,926,1027,1227,1389,1357,1524,1526,1635,1590,1755,1731,1820,1931,2062
71,0,3,3,4,672,750,799,899,934,1014,1168,1326,1331,1474,1550,1705,1695,1800,1807,1937,1903,2032,2000,2073,2271,2309
71,0,139,347,434,526,602,701,833,896,975,1051,1171,1183,1295,1300,1433,1435,1547,1566,1717,1666,1804,1766,1936,1968,2113
71,0,100,200,242,332,410,411,532,506,600,709,834,844,979,1150,1266,1234,1346,1364,1468,1433,1587,1532,1642,1774,1940
71,0,69,194,275,349,413,437,575,549,634,767,877,975,1098,1130,1300,1247,1331,1349,1498,1463,1573,1533,1630,1748,1871
72,0,85,54,136,200,285,296,328,433,519,568,658,633,736,754,833,889,968,1018,1117,1159,1200,1304,1376,1354,1484
72,0,75,44,136,474,547,613,674,774,819,917,986,987,1099,1099,1199,1218,1300,1332,1504,1505,1507,1602,1718,1674,1778
72,0,87,55,186,234,295,347,448,1063,1197,1287,1347,1348,1487,1496,1556,1591,1655,1711,1848,1821,1881,1999,2119,2095,2246
72,0,85,56,144,216,295,296,335,424,495,581,640,655,805,775,848,908,974,1032,1151,1127,1222,1327,1473,1440,1575
72,0,62,41,133,194,262,263,301,398,463,559,662,631,766,741,830,930,998,1077,1198,1173,1230,1341,1465,1465,1509
72,0,88,66,150,217,282,298,360,456,520,612,688,689,792,792,870,916,960,1032,1136,1116,1188,1288,1449,1417,1536
72,0,83,40,131,225,269,279,351,447,511,607,679,681,830,814,896,936,996,1064,1183,1165,1239,1343,1466,1439,1575
72,0,98,72,137,200,272,337,400,539,568,664,754,755,864,864,944,992,1073,1112,1200,1202,1289,1392,1510,1464,1576
73,0,200,89,264,200,280,427,560,561,712,677,808,832,896,928,1048,1146,1312,1265,1416,1409,1624,1552,1744,1664,1819
73,0,66,65,180,109,180,326,425,469,639,541,701,833,925,965,1094,1165,1309,1278,1425,1765,1951,1877,2105,2005,2141
73,0,149,101,270,202,305,432,606,605,703,831,933,1013,1133,1143,1278,1357,1476,1453,1581,1605,1788,1733,1931,1833,1970
73,0,57,16,192,120,217,352,512,458,570,788,903,1008,1112,1191,1285,1376,1489,1468,1617,1592,1844,1752,1937,1868,1992
73,0,166,86,271,200,296,364,513,664,752,912,1026,1097,1216,1204,1304,1368,1501,1473,1629,1602,1831,1736,1924,1831,2035
73,0,193,161,259,194,309,464,593,800,936,1060,1160,1224,1336,1369,1453,1519,1617,1593,1765,1720,1935,1886,2035,1962,2097
73,0,155,38,221,158,237,301,422,405,505,627,728,766,869,870,1026,1070,1189,1151,1334,1333,1522,1521,1613,1587,1694
73,0,78,0,176,79,176,142,278,238,326,814,902,1008,1162,1162,1246,1296,1442,1406,1542,1519,1734,1694,1835,1758,1894
74,0,2,112,159,240,294,507,576,598,737,736,762,832,864,1059,1127,1232,1289,1296,1408,1391,1440,1524,1597,1736,1808
74,0,45,155,205,301,384,432,531,769,872,871,933,1069,1122,1317,1467,1468,1501,1517,1632,1573,1632,1701,1800,1964,2061
74,0,31,136,196,272,376,362,432,458,576,1197,1284,1377,1391,1943,2091,2040,2092,2127,2240,2227,2287,2360,2458,2567,2640
74,0,39,153,187,272,318,430,502,519,619,986,1062,1158,1214,1526,1632,1654,1692,1719,1918,1833,1919,1919,2012,2094,2187
74,0,43,163,211,308,398,507,598,603,669,768,843,887,966,1022,1137,1140,1195,1211,1339,1299,1390,1411,1507,1603,1683
74,0,24,135,183,270,335,463,511,564,641,662,800,839,880,1485,1543,1519,1572,1607,1735,1679,1736,1839,1968,2039,2118
74,0,36,153,205,281,405,513,578,591,691,678,771,809,869,887,1038,1036,1059,1081,1210,1204,1274,1305,1369,1489,1565
74,0,60,1287,1343,1443,1526,1748,1808,1820,1916,1907,2018,2121,2157,2246,2348,2366,2420,2440,2517,2517,2580,2620,2725,2813,2905
75,0,64,165,227,277,348,365,470,437,517,597,668,669,783,800,912,913,995,1005,1109,1089,1229,1200,1261,1361,1459
75,0,92,191,267,323,336,397,501,504,536,655,736,737,855,872,960,990,1121,1097,1232,1227,1316,1329,1422,1504,1587
75,0,87,175,232,310,397,430,510,542,639,734,806,879,982,1054,1134,1174,1297,1270,1406,1383,1502,1479,1566,1646,1767
75,0,87,215,253,753,849,1019,1122,1097,1194,1320,1417,1488,1560,1672,1756,1771,1866,1869,1990,1960,2067,2068,2128,2233,2328
75,0,92,153,202,266,352,370,466,442,552,617,724,690,795,810,876,899,1025,1003,1175,1152,1202,1221,1353,1475,1570
75,0,68,167,228,317,388,465,556,557,664,794,888,1004,1069,1349,1430,1465,1579,1566,1822,1752,1822,1822,1823,1900,2003
75,0,64,175,239,296,376,456,552,553,624,729,832,833,944,960,1024,1078,1212,1207,1288,1269,1376,1377,1472,1543,1688
75,0,82,178,210,300,338,578,683,632,729,810,919,920,1042,1042,1106,1132,1250,1232,1370,1347,1450,1450,1546,1618,1715
76,0,141,291,378,443,546,787,882,1161,1209,1472,1568,1643,1732,1902,2032,2138,2219,2307,2420,2507,2619,2728,2854,2972,3074
